"id_year","year","month","state","latitude","longitude","firespots"
ma_2002,2002,12,MARANHAO,-3.0033443,-45.820103,4422
ma_2002,2002,12,MATO GROSSO,-12.367553,-55.55496,908
pa_2002,2002,12,PARA,-2.582711,-49.9979,7936
ro_2002,2002,12,RONDONIA,-11.689765,-62.651867,122
ro_2002,2002,12,RORAIMA,1.9004779,-60.29448,447
to_2002,2002,12,TOCANTINS,-6.728524,-48.599525,14
ac_2003,2003,1,ACRE,-8.158643,-71.77479,14
am_2003,2003,1,AMAPA,-0.2975143,-51.711227,35
am_2003,2003,1,AMAZONAS,-1.9383852,-63.47632,379
ma_2003,2003,1,MARANHAO,-3.2678738,-46.07247,404
ma_2003,2003,1,MATO GROSSO,-12.41411,-55.1411,597
pa_2003,2003,1,PARA,-2.619302,-50.263695,1440
ro_2003,2003,1,RONDONIA,-11.107957,-63.497665,69
ro_2003,2003,1,RORAIMA,1.809795,-60.516045,761
to_2003,2003,1,TOCANTINS,-7.1002,-48.6262,5
am_2003,2003,2,AMAZONAS,-0.8021938,-64.20937,129
ma_2003,2003,2,MARANHAO,-4.881,-45.598,1
ma_2003,2003,2,MATO GROSSO,-12.426283,-55.577103,343
pa_2003,2003,2,PARA,-4.4715652,-51.740913,23
ro_2003,2003,2,RONDONIA,-11.546714,-63.001,14
ro_2003,2003,2,RORAIMA,1.8526454,-60.755096,1063
am_2003,2003,3,AMAPA,1.3802,-51.5178,5
am_2003,2003,3,AMAZONAS,-1.5317979,-64.135254,94
ma_2003,2003,3,MARANHAO,-3.7925,-45.9965,2
ma_2003,2003,3,MATO GROSSO,-12.503953,-55.389214,364
pa_2003,2003,3,PARA,-2.5205715,-51.58364,28
ro_2003,2003,3,RONDONIA,-11.054833,-62.106335,12
ro_2003,2003,3,RORAIMA,2.4464045,-61.181976,1486
to_2003,2003,3,TOCANTINS,-6.4213333,-48.9385,6
ac_2003,2003,4,ACRE,-9.6902,-70.201,5
am_2003,2003,4,AMAPA,1.2426667,-50.763668,3
am_2003,2003,4,AMAZONAS,-2.7949524,-62.474308,42
ma_2003,2003,4,MARANHAO,-3.7715,-45.952667,6
ma_2003,2003,4,MATO GROSSO,-12.39604,-54.980583,596
pa_2003,2003,4,PARA,-4.082643,-49.53043,14
ro_2003,2003,4,RONDONIA,-11.266334,-62.541443,18
ro_2003,2003,4,RORAIMA,2.7132769,-61.04947,354
ac_2003,2003,5,ACRE,-9.949278,-68.9,18
am_2003,2003,5,AMAPA,-0.465,-51.853,1
am_2003,2003,5,AMAZONAS,-5.5855,-62.205418,24
ma_2003,2003,5,MARANHAO,-3.0955715,-45.943172,35
ma_2003,2003,5,MATO GROSSO,-12.248965,-55.034615,1684
pa_2003,2003,5,PARA,-3.3528662,-49.81558,112
ro_2003,2003,5,RONDONIA,-11.255823,-62.062824,102
ro_2003,2003,5,RORAIMA,3.7321668,-61.038166,6
to_2003,2003,5,TOCANTINS,-8.102,-49.04,1
ac_2003,2003,6,ACRE,-9.3660555,-69.24089,18
am_2003,2003,6,AMAPA,0.882,-51.104,3
am_2003,2003,6,AMAZONAS,-3.764139,-60.065,36
ma_2003,2003,6,MARANHAO,-3.18075,-45.972656,76
ma_2003,2003,6,MATO GROSSO,-12.07099,-55.273247,6072
pa_2003,2003,6,PARA,-4.0282755,-49.539864,403
ro_2003,2003,6,RONDONIA,-11.888598,-61.765213,229
ro_2003,2003,6,RORAIMA,3.112,-61.13625,4
to_2003,2003,6,TOCANTINS,-7.789143,-48.425858,7
ac_2003,2003,7,ACRE,-9.594759,-68.74016,427
am_2003,2003,7,AMAPA,0.245,-50.964,1
am_2003,2003,7,AMAZONAS,-6.9315085,-62.881195,655
ma_2003,2003,7,MARANHAO,-3.8874469,-45.99481,226
ma_2003,2003,7,MATO GROSSO,-11.332508,-56.068527,9058
pa_2003,2003,7,PARA,-6.1485133,-52.450764,3814
ro_2003,2003,7,RONDONIA,-10.877725,-62.719353,1673
to_2003,2003,7,TOCANTINS,-7.212953,-48.43775,64
ac_2003,2003,8,ACRE,-9.5301485,-68.89688,3163
am_2003,2003,8,AMAPA,1.086,-51.217285,21
am_2003,2003,8,AMAZONAS,-7.593765,-64.61716,3017
ma_2003,2003,8,MARANHAO,-3.4285674,-45.718056,356
ma_2003,2003,8,MATO GROSSO,-10.8349495,-57.26947,10224
pa_2003,2003,8,PARA,-6.908969,-51.98416,8875
ro_2003,2003,8,RONDONIA,-10.588215,-62.980167,9049
ro_2003,2003,8,RORAIMA,1.6113334,-60.506332,6
to_2003,2003,8,TOCANTINS,-6.9697776,-48.542072,54
ac_2003,2003,9,ACRE,-9.567954,-69.16888,5803
am_2003,2003,9,AMAPA,1.4439408,-51.05149,135
am_2003,2003,9,AMAZONAS,-6.9408503,-64.97141,2594
ma_2003,2003,9,MARANHAO,-3.7474508,-45.97908,672
ma_2003,2003,9,MATO GROSSO,-11.067409,-55.677338,14666
pa_2003,2003,9,PARA,-6.645189,-50.84045,12633
ro_2003,2003,9,RONDONIA,-11.075364,-62.839016,10774
ro_2003,2003,9,RORAIMA,2.4935,-60.610874,8
to_2003,2003,9,TOCANTINS,-7.157988,-48.607628,504
ac_2003,2003,10,ACRE,-9.6583,-69.096054,1041
am_2003,2003,10,AMAPA,1.5644715,-51.19236,526
am_2003,2003,10,AMAZONAS,-4.8708954,-61.641434,1851
ma_2003,2003,10,MARANHAO,-4.300422,-46.06665,3069
ma_2003,2003,10,MATO GROSSO,-12.55322,-57.150726,4384
pa_2003,2003,10,PARA,-3.8859577,-51.19279,6673
ro_2003,2003,10,RONDONIA,-10.926759,-63.073868,7591
ro_2003,2003,10,RORAIMA,2.162875,-60.728207,24
to_2003,2003,10,TOCANTINS,-6.63161,-48.536636,182
ac_2003,2003,11,ACRE,-8.157534,-71.86487,30
am_2003,2003,11,AMAPA,1.0592668,-51.244434,1117
am_2003,2003,11,AMAZONAS,-3.5527885,-60.052517,780
ma_2003,2003,11,MARANHAO,-3.7418904,-45.95081,4517
ma_2003,2003,11,MATO GROSSO,-12.274799,-56.34643,1626
pa_2003,2003,11,PARA,-2.6559923,-50.398457,10732
ro_2003,2003,11,RONDONIA,-11.21055,-62.872395,749
ro_2003,2003,11,RORAIMA,2.6119423,-60.721405,52
to_2003,2003,11,TOCANTINS,-6.1561427,-48.408714,28
ac_2003,2003,12,ACRE,-9.5165,-69.26825,4
am_2003,2003,12,AMAPA,0.7553797,-51.080925,669
am_2003,2003,12,AMAZONAS,-3.1686423,-60.37556,590
ma_2003,2003,12,MARANHAO,-3.1697757,-45.87586,2672
ma_2003,2003,12,MATO GROSSO,-12.322865,-55.569195,1099
pa_2003,2003,12,PARA,-2.4898534,-50.675167,8293
ro_2003,2003,12,RONDONIA,-11.382573,-62.924255,253
ro_2003,2003,12,RORAIMA,2.6800494,-60.27845,223
to_2003,2003,12,TOCANTINS,-7.0298,-48.5433,10
am_2004,2004,1,AMAPA,0.13186207,-51.642086,58
am_2004,2004,1,AMAZONAS,-0.7619639,-64.50315,277
ma_2004,2004,1,MARANHAO,-3.1337025,-45.985558,242
ma_2004,2004,1,MATO GROSSO,-12.428064,-55.52833,171
pa_2004,2004,1,PARA,-2.3700776,-50.86759,875
ro_2004,2004,1,RONDONIA,-11.770258,-63.30655,31
ro_2004,2004,1,RORAIMA,2.3212395,-60.24496,522
to_2004,2004,1,TOCANTINS,-6.3745,-48.1895,2
ac_2004,2004,2,ACRE,-8.15075,-72.61125,4
am_2004,2004,2,AMAPA,0.686,-50.987,1
am_2004,2004,2,AMAZONAS,-0.37227133,-64.020355,129
ma_2004,2004,2,MARANHAO,-4.4713335,-45.996,6
ma_2004,2004,2,MATO GROSSO,-12.654784,-55.526863,264
pa_2004,2004,2,PARA,-3.5081944,-51.670944,36
ro_2004,2004,2,RONDONIA,-10.417937,-63.914936,16
ro_2004,2004,2,RORAIMA,2.580166,-60.44234,349
am_2004,2004,3,AMAZONAS,-2.34345,-64.9055,20
ma_2004,2004,3,MARANHAO,-3.0525,-46.333,4
ma_2004,2004,3,MATO GROSSO,-12.631334,-55.48069,506
pa_2004,2004,3,PARA,-3.461724,-49.87593,29
ro_2004,2004,3,RONDONIA,-11.5345,-62.53227,26
ro_2004,2004,3,RORAIMA,1.8030022,-60.48541,449
to_2004,2004,3,TOCANTINS,-7.817,-48.8,1
ac_2004,2004,4,ACRE,-10.8874445,-68.537,9
am_2004,2004,4,AMAPA,-0.93,-52.327,1
am_2004,2004,4,AMAZONAS,-2.4366539,-64.03781,26
ma_2004,2004,4,MARANHAO,-4.111857,-46.219715,7
ma_2004,2004,4,MATO GROSSO,-12.575739,-55.234585,616
pa_2004,2004,4,PARA,-3.2560983,-52.22369,61
ro_2004,2004,4,RONDONIA,-11.388889,-62.80363,27
ro_2004,2004,4,RORAIMA,2.5187175,-60.718395,262
to_2004,2004,4,TOCANTINS,-7.142,-48.649,3
ac_2004,2004,5,ACRE,-9.346143,-70.78795,21
am_2004,2004,5,AMAPA,-0.919,-52.286,1
am_2004,2004,5,AMAZONAS,-3.4115455,-60.931,11
ma_2004,2004,5,MARANHAO,-3.1031296,-45.68552,54
ma_2004,2004,5,MATO GROSSO,-12.295296,-55.007946,2803
pa_2004,2004,5,PARA,-3.4724455,-49.818306,193
ro_2004,2004,5,RONDONIA,-11.988375,-61.703342,32
ro_2004,2004,5,RORAIMA,2.7832222,-60.479332,9
to_2004,2004,5,TOCANTINS,-6.9152856,-48.66157,7
ac_2004,2004,6,ACRE,-9.390833,-69.6865,12
am_2004,2004,6,AMAPA,1.4738572,-51.05957,7
am_2004,2004,6,AMAZONAS,-5.6699533,-61.418163,43
ma_2004,2004,6,MARANHAO,-3.151224,-46.020073,67
ma_2004,2004,6,MATO GROSSO,-12.09172,-55.184566,8101
pa_2004,2004,6,PARA,-4.456714,-49.92332,637
ro_2004,2004,6,RONDONIA,-11.555913,-61.905815,287
ro_2004,2004,6,RORAIMA,3.9513333,-61.09722,9
to_2004,2004,6,TOCANTINS,-7.385125,-48.514313,16
ac_2004,2004,7,ACRE,-9.350074,-68.9904,95
am_2004,2004,7,AMAPA,1.07,-50.5735,4
am_2004,2004,7,AMAZONAS,-6.6291976,-61.959282,364
ma_2004,2004,7,MARANHAO,-3.8337834,-46.013794,194
ma_2004,2004,7,MATO GROSSO,-11.583482,-55.881535,10159
pa_2004,2004,7,PARA,-6.5030007,-53.034252,6620
ro_2004,2004,7,RONDONIA,-10.751816,-62.735996,1722
ro_2004,2004,7,RORAIMA,2.89,-60.881,2
to_2004,2004,7,TOCANTINS,-6.8967366,-48.261368,19
ac_2004,2004,8,ACRE,-9.649285,-68.87488,1003
am_2004,2004,8,AMAPA,1.3353333,-51.039944,18
am_2004,2004,8,AMAZONAS,-6.877054,-61.945656,1850
ma_2004,2004,8,MARANHAO,-3.6070495,-45.650368,343
ma_2004,2004,8,MATO GROSSO,-10.688378,-57.04871,12906
pa_2004,2004,8,PARA,-7.1849456,-52.62742,17861
ro_2004,2004,8,RONDONIA,-10.765646,-62.717262,9235
ro_2004,2004,8,RORAIMA,2.9545908,-61.06273,22
to_2004,2004,8,TOCANTINS,-7.006805,-48.501965,82
ac_2004,2004,9,ACRE,-9.835523,-68.803955,5458
am_2004,2004,9,AMAPA,1.304812,-51.116444,117
am_2004,2004,9,AMAZONAS,-7.454401,-64.924866,2436
ma_2004,2004,9,MARANHAO,-3.7074876,-46.024136,568
ma_2004,2004,9,MATO GROSSO,-11.093895,-56.204235,24886
pa_2004,2004,9,PARA,-6.7706466,-51.078457,14249
ro_2004,2004,9,RONDONIA,-10.868932,-62.798454,23414
ro_2004,2004,9,RORAIMA,3.4658666,-60.951668,15
to_2004,2004,9,TOCANTINS,-7.231963,-48.556995,379
ac_2004,2004,10,ACRE,-10.121528,-68.81081,633
am_2004,2004,10,AMAPA,1.6645505,-51.228775,534
am_2004,2004,10,AMAZONAS,-4.6844687,-61.647137,1564
ma_2004,2004,10,MARANHAO,-4.057434,-46.1748,1295
ma_2004,2004,10,MATO GROSSO,-12.359802,-56.73947,7122
pa_2004,2004,10,PARA,-3.7254615,-50.791653,7464
ro_2004,2004,10,RONDONIA,-11.077038,-62.78188,5086
ro_2004,2004,10,RORAIMA,3.633169,-60.565636,71
to_2004,2004,10,TOCANTINS,-6.7926917,-48.46303,159
ac_2004,2004,11,ACRE,-9.15076,-70.5712,25
am_2004,2004,11,AMAPA,1.1505171,-51.278225,1406
am_2004,2004,11,AMAZONAS,-3.4415708,-59.379498,988
ma_2004,2004,11,MARANHAO,-3.8214273,-45.95594,5214
ma_2004,2004,11,MATO GROSSO,-12.436352,-55.981537,1886
pa_2004,2004,11,PARA,-2.7990835,-51.080597,15958
ro_2004,2004,11,RONDONIA,-10.987007,-62.955185,680
ro_2004,2004,11,RORAIMA,3.2672381,-60.412586,210
to_2004,2004,11,TOCANTINS,-6.4574037,-48.423965,57
ac_2004,2004,12,ACRE,-10.345181,-68.19936,11
am_2004,2004,12,AMAPA,1.2565584,-51.158947,1266
am_2004,2004,12,AMAZONAS,-2.76972,-59.808884,375
ma_2004,2004,12,MARANHAO,-3.4205952,-45.882572,3449
ma_2004,2004,12,MATO GROSSO,-12.380083,-56.05042,1002
pa_2004,2004,12,PARA,-2.3367088,-50.803627,10231
ro_2004,2004,12,RONDONIA,-11.043612,-62.639954,268
ro_2004,2004,12,RORAIMA,3.3360598,-60.530952,301
to_2004,2004,12,TOCANTINS,-6.4560475,-48.38424,21
ac_2005,2005,1,ACRE,-8.06545,-72.0865,20
am_2005,2005,1,AMAPA,1.0062371,-50.94355,194
am_2005,2005,1,AMAZONAS,-2.779191,-60.086197,225
ma_2005,2005,1,MARANHAO,-3.1671977,-45.91591,435
ma_2005,2005,1,MATO GROSSO,-12.422313,-55.488445,297
pa_2005,2005,1,PARA,-2.666797,-51.71339,2861
ro_2005,2005,1,RONDONIA,-10.82868,-63.9459,122
ro_2005,2005,1,RORAIMA,1.8440775,-60.19509,155
to_2005,2005,1,TOCANTINS,-7.2868,-48.6426,5
am_2005,2005,2,AMAPA,0.422,-51.388,1
am_2005,2005,2,AMAZONAS,-3.0134375,-61.906376,16
ma_2005,2005,2,MARANHAO,-3.7824118,-46.571148,34
ma_2005,2005,2,MATO GROSSO,-12.648772,-55.35712,628
pa_2005,2005,2,PARA,-3.4557602,-50.278637,121
ro_2005,2005,2,RONDONIA,-12.169634,-61.88217,41
ro_2005,2005,2,RORAIMA,1.7966859,-60.242714,207
ac_2005,2005,3,ACRE,-8.7806,-70.1262,5
am_2005,2005,3,AMAZONAS,-1.4386,-68.41513,15
ma_2005,2005,3,MARANHAO,-3.535,-46.715332,3
ma_2005,2005,3,MATO GROSSO,-12.803102,-54.984684,246
pa_2005,2005,3,PARA,-3.150625,-50.29431,32
ro_2005,2005,3,RONDONIA,-12.113188,-61.445564,16
ro_2005,2005,3,RORAIMA,2.5743787,-60.816296,441
ac_2005,2005,4,ACRE,-10.807,-69.092,2
am_2005,2005,4,AMAZONAS,-2.434125,-66.35025,8
ma_2005,2005,4,MARANHAO,-3.85025,-46.334415,12
ma_2005,2005,4,MATO GROSSO,-12.468983,-55.159508,681
pa_2005,2005,4,PARA,-5.695372,-51.090324,43
ro_2005,2005,4,RONDONIA,-11.813,-62.11754,26
ro_2005,2005,4,RORAIMA,2.8221965,-60.69709,56
to_2005,2005,4,TOCANTINS,-7.5115,-48.275,4
ac_2005,2005,5,ACRE,-9.607823,-69.935295,17
am_2005,2005,5,AMAPA,0.647,-51.041,1
am_2005,2005,5,AMAZONAS,-4.424,-61.985973,36
ma_2005,2005,5,MARANHAO,-4.4541335,-46.4528,15
ma_2005,2005,5,MATO GROSSO,-12.428143,-55.74338,1502
pa_2005,2005,5,PARA,-5.255921,-50.389286,101
ro_2005,2005,5,RONDONIA,-11.454099,-62.491493,61
ro_2005,2005,5,RORAIMA,3.1026666,-60.465332,6
to_2005,2005,5,TOCANTINS,-7.74,-48.764,7
ac_2005,2005,6,ACRE,-9.5044,-69.51564,75
am_2005,2005,6,AMAPA,1.6883334,-51.072666,3
am_2005,2005,6,AMAZONAS,-6.9880385,-64.17614,130
ma_2005,2005,6,MARANHAO,-4.1314683,-46.371456,94
ma_2005,2005,6,MATO GROSSO,-12.118843,-56.04645,1710
pa_2005,2005,6,PARA,-4.5177164,-50.199574,656
ro_2005,2005,6,RONDONIA,-10.958832,-62.910217,261
ro_2005,2005,6,RORAIMA,2.963,-60.5551,10
to_2005,2005,6,TOCANTINS,-6.6948,-48.310867,15
ac_2005,2005,7,ACRE,-9.111642,-69.6571,1136
am_2005,2005,7,AMAPA,0.199,-51.279,1
am_2005,2005,7,AMAZONAS,-7.6299095,-64.46906,1894
ma_2005,2005,7,MARANHAO,-3.8358183,-45.9945,209
ma_2005,2005,7,MATO GROSSO,-10.996418,-56.811592,4655
pa_2005,2005,7,PARA,-6.1978836,-52.53134,9464
ro_2005,2005,7,RONDONIA,-10.255334,-63.55113,1947
ro_2005,2005,7,RORAIMA,4.151,-60.669876,8
to_2005,2005,7,TOCANTINS,-6.78328,-48.48694,50
ac_2005,2005,8,ACRE,-9.354216,-69.1344,7669
am_2005,2005,8,AMAPA,0.43733335,-50.974934,15
am_2005,2005,8,AMAZONAS,-7.3968687,-64.585754,5981
ma_2005,2005,8,MARANHAO,-3.9694722,-45.946896,358
ma_2005,2005,8,MATO GROSSO,-10.516064,-57.329258,13065
pa_2005,2005,8,PARA,-6.7674766,-52.12531,23635
ro_2005,2005,8,RONDONIA,-10.4014845,-63.45692,12798
ro_2005,2005,8,RORAIMA,2.2764375,-60.445187,16
to_2005,2005,8,TOCANTINS,-6.485533,-48.45024,227
ac_2005,2005,9,ACRE,-9.73774,-68.92245,6092
am_2005,2005,9,AMAPA,1.321259,-51.14313,139
am_2005,2005,9,AMAZONAS,-7.247653,-64.34406,4931
ma_2005,2005,9,MARANHAO,-4.237065,-46.378727,1047
ma_2005,2005,9,MATO GROSSO,-10.94181,-56.687458,22116
pa_2005,2005,9,PARA,-6.3135033,-51.05848,12728
ro_2005,2005,9,RONDONIA,-10.782974,-62.966877,20902
ro_2005,2005,9,RORAIMA,3.605213,-60.64022,108
to_2005,2005,9,TOCANTINS,-6.999089,-48.610004,497
ac_2005,2005,10,ACRE,-10.109538,-68.48101,943
am_2005,2005,10,AMAPA,1.7826247,-51.30018,509
am_2005,2005,10,AMAZONAS,-4.762505,-61.541874,1499
ma_2005,2005,10,MARANHAO,-4.1596293,-46.087864,2770
ma_2005,2005,10,MATO GROSSO,-11.796964,-55.92332,7057
pa_2005,2005,10,PARA,-4.227773,-50.85004,8689
ro_2005,2005,10,RONDONIA,-10.784621,-62.844673,4718
ro_2005,2005,10,RORAIMA,3.0634959,-60.61147,121
to_2005,2005,10,TOCANTINS,-7.083742,-48.53827,318
ac_2005,2005,11,ACRE,-9.746815,-69.21807,27
am_2005,2005,11,AMAPA,1.0249525,-51.270744,1054
am_2005,2005,11,AMAZONAS,-3.7473204,-59.503292,833
ma_2005,2005,11,MARANHAO,-3.7167635,-45.858383,3498
ma_2005,2005,11,MATO GROSSO,-11.947782,-56.35252,1136
pa_2005,2005,11,PARA,-2.7205017,-50.573727,9368
ro_2005,2005,11,RONDONIA,-10.534954,-62.792606,671
ro_2005,2005,11,RORAIMA,2.8911772,-60.22448,175
to_2005,2005,11,TOCANTINS,-6.425607,-48.430573,28
ac_2005,2005,12,ACRE,-9.048715,-70.09271,7
am_2005,2005,12,AMAPA,0.6363204,-51.391426,103
am_2005,2005,12,AMAZONAS,-4.2504735,-61.442867,76
ma_2005,2005,12,MARANHAO,-3.2875671,-45.89727,2345
ma_2005,2005,12,MATO GROSSO,-12.775,-55.97754,396
pa_2005,2005,12,PARA,-2.1981037,-49.638725,3779
ro_2005,2005,12,RONDONIA,-10.506757,-63.430347,78
ro_2005,2005,12,RORAIMA,3.6119938,-60.27288,158
to_2005,2005,12,TOCANTINS,-7.1515,-48.780083,24
ac_2006,2006,1,ACRE,-7.6621428,-72.896,7
am_2006,2006,1,AMAPA,0.651,-51.3182,10
am_2006,2006,1,AMAZONAS,-3.3773544,-61.87744,79
ma_2006,2006,1,MARANHAO,-3.3410614,-46.151234,179
ma_2006,2006,1,MATO GROSSO,-12.140625,-54.756527,720
pa_2006,2006,1,PARA,-3.0421648,-50.52057,855
ro_2006,2006,1,RONDONIA,-10.117357,-63.48093,14
ro_2006,2006,1,RORAIMA,2.9382958,-60.28105,98
to_2006,2006,1,TOCANTINS,-7.115,-48.705364,11
ac_2006,2006,2,ACRE,-8.191,-70.55,1
am_2006,2006,2,AMAPA,-0.716,-52.313,1
am_2006,2006,2,AMAZONAS,-3.7449677,-61.339935,31
ma_2006,2006,2,MARANHAO,-3.8186667,-46.558556,9
ma_2006,2006,2,MATO GROSSO,-12.559177,-55.297142,265
pa_2006,2006,2,PARA,-2.8619273,-50.088673,110
ro_2006,2006,2,RONDONIA,-11.504369,-61.607525,19
ro_2006,2006,2,RORAIMA,1.940204,-60.34251,441
to_2006,2006,2,TOCANTINS,-6.1585,-48.1075,2
am_2006,2006,3,AMAZONAS,-1.8144333,-65.37763,30
ma_2006,2006,3,MARANHAO,-3.6333334,-46.671665,3
ma_2006,2006,3,MATO GROSSO,-12.59691,-54.975906,312
pa_2006,2006,3,PARA,-2.1341667,-51.104668,18
ro_2006,2006,3,RONDONIA,-10.579866,-62.6286,15
ro_2006,2006,3,RORAIMA,2.1811259,-60.52919,524
to_2006,2006,3,TOCANTINS,-6.866,-48.019,1
ac_2006,2006,4,ACRE,-10.8875,-68.7185,2
am_2006,2006,4,AMAPA,-0.50325,-51.723,4
am_2006,2006,4,AMAZONAS,-1.7054642,-64.23379,28
ma_2006,2006,4,MARANHAO,-4.0925,-45.336,2
ma_2006,2006,4,MATO GROSSO,-12.66686,-55.884468,277
pa_2006,2006,4,PARA,-4.9000907,-52.95418,11
ro_2006,2006,4,RONDONIA,-11.523334,-62.29778,9
ro_2006,2006,4,RORAIMA,2.6134307,-60.802742,376
ac_2006,2006,5,ACRE,-8.720655,-71.18976,58
am_2006,2006,5,AMAZONAS,-6.4721,-67.93375,20
